date_of_birth,yearofbirth,monthofbirth,dayofbirth,number_of_people
1966_01_19,1966,1,19,125
1966_01_20,1966,1,20,156
1966_01_21,1966,1,21,156
1966_01_22,1966,1,22,157
1966_01_23,1966,1,23,139
1966_01_24,1966,1,24,148
1966_01_25,1966,1,25,162
1966_01_26,1966,1,26,153
1966_01_27,1966,1,27,144
1966_01_28,1966,1,28,140
1966_01_29,1966,1,29,134
1966_01_30,1966,1,30,127
1966_01_31,1966,1,31,141
1966_02_01,1966,2,1,175
1966_02_02,1966,2,2,354
1966_02_03,1966,2,3,197
1966_02_04,1966,2,4,177
1966_02_05,1966,2,5,176
1966_02_06,1966,2,6,175
1966_02_07,1966,2,7,141
1966_02_08,1966,2,8,141
1966_02_09,1966,2,9,144
1966_02_10,1966,2,10,165
1966_02_11,1966,2,11,155
1966_02_12,1966,2,12,184
1966_02_13,1966,2,13,167
1966_02_14,1966,2,14,170
1966_02_15,1966,2,15,171
1966_02_16,1966,2,16,177
1966_02_17,1966,2,17,155
1966_02_18,1966,2,18,154
1966_02_19,1966,2,19,126
1966_02_20,1966,2,20,161
1966_02_21,1966,2,21,133
1966_02_22,1966,2,22,145
1966_02_23,1966,2,23,144
1966_02_24,1966,2,24,119
1966_02_25,1966,2,25,160
1966_02_26,1966,2,26,152
1966_02_27,1966,2,27,131
1966_02_28,1966,2,28,199
1966_03_01,1966,3,1,171
1966_03_02,1966,3,2,183
1966_03_03,1966,3,3,332
1966_03_04,1966,3,4,203
1966_03_05,1966,3,5,215
1966_03_06,1966,3,6,196
1966_03_07,1966,3,7,190
1966_03_08,1966,3,8,168
1966_03_09,1966,3,9,175
1966_03_10,1966,3,10,199
1966_03_11,1966,3,11,178
1966_03_12,1966,3,12,200
1966_03_13,1966,3,13,187
1966_03_14,1966,3,14,172
1966_03_15,1966,3,15,219
1966_03_16,1966,3,16,193
1966_03_17,1966,3,17,134
1966_03_18,1966,3,18,179
1966_03_19,1966,3,19,138
1966_03_20,1966,3,20,164
1966_03_21,1966,3,21,167
1966_03_22,1966,3,22,169
1966_03_23,1966,3,23,201
1966_03_24,1966,3,24,161
1966_03_25,1966,3,25,170
1966_03_26,1966,3,26,161
1966_03_27,1966,3,27,179
1966_03_28,1966,3,28,181
1966_03_29,1966,3,29,133
1966_03_30,1966,3,30,116
1966_03_31,1966,3,31,126
1966_04_01,1966,4,1,175
1966_04_02,1966,4,2,185
1966_04_03,1966,4,3,178
1966_04_04,1966,4,4,326
1966_04_05,1966,4,5,227
1966_04_06,1966,4,6,233
1966_04_07,1966,4,7,188
1966_04_08,1966,4,8,181
1966_04_09,1966,4,9,139
1966_04_10,1966,4,10,187
1966_04_11,1966,4,11,171
1966_04_12,1966,4,12,173
1966_04_13,1966,4,13,133
1966_04_14,1966,4,14,193
1966_04_15,1966,4,15,205
1966_04_16,1966,4,16,202
1966_04_17,1966,4,17,161
1966_04_18,1966,4,18,161
1966_04_19,1966,4,19,147
1966_04_20,1966,4,20,175
1966_04_21,1966,4,21,138
1966_04_22,1966,4,22,133
1966_04_23,1966,4,23,151
1966_04_24,1966,4,24,196
1966_04_25,1966,4,25,168
1966_04_26,1966,4,26,153
1966_04_27,1966,4,27,146
1966_04_28,1966,4,28,157
1966_04_29,1966,4,29,153
1966_04_30,1966,4,30,135
1966_05_01,1966,5,1,192
1966_05_02,1966,5,2,179
1966_05_03,1966,5,3,192
1966_05_04,1966,5,4,190
1966_05_05,1966,5,5,278
1966_05_06,1966,5,6,208
1966_05_07,1966,5,7,162
1966_05_08,1966,5,8,161
1966_05_09,1966,5,9,174
1966_05_10,1966,5,10,184
1966_05_11,1966,5,11,138
1966_05_12,1966,5,12,185
1966_05_13,1966,5,13,157
1966_05_14,1966,5,14,151
1966_05_15,1966,5,15,205
1966_05_16,1966,5,16,157
1966_05_17,1966,5,17,142
1966_05_18,1966,5,18,155
1966_05_19,1966,5,19,154
1966_05_20,1966,5,20,168
1966_05_21,1966,5,21,141
1966_05_22,1966,5,22,138
1966_05_23,1966,5,23,133
1966_05_24,1966,5,24,167
1966_05_25,1966,5,25,224
1966_05_26,1966,5,26,149
1966_05_27,1966,5,27,159
1966_05_28,1966,5,28,161
1966_05_29,1966,5,29,126
1966_05_30,1966,5,30,139
1966_05_31,1966,5,31,158
1966_06_01,1966,6,1,193
1966_06_02,1966,6,2,191
1966_06_03,1966,6,3,209
1966_06_04,1966,6,4,192
1966_06_05,1966,6,5,210
1966_06_06,1966,6,6,452
1966_06_07,1966,6,7,207
1966_06_08,1966,6,8,208
1966_06_09,1966,6,9,175
1966_06_10,1966,6,10,261
1966_06_11,1966,6,11,172
1966_06_12,1966,6,12,251
1966_06_13,1966,6,13,187
1966_06_14,1966,6,14,181
1966_06_15,1966,6,15,230
1966_06_16,1966,6,16,264
1966_06_17,1966,6,17,169
1966_06_18,1966,6,18,159
1966_06_19,1966,6,19,139
1966_06_20,1966,6,20,195
1966_06_21,1966,6,21,177
1966_06_22,1966,6,22,159
1966_06_23,1966,6,23,145
1966_06_24,1966,6,24,171
1966_06_25,1966,6,25,193
1966_06_26,1966,6,26,190
1966_06_27,1966,6,27,148
1966_06_28,1966,6,28,170
1966_06_29,1966,6,29,135
1966_06_30,1966,6,30,154
1966_07_01,1966,7,1,167
1966_07_02,1966,7,2,157
1966_07_03,1966,7,3,173
1966_07_04,1966,7,4,160
1966_07_05,1966,7,5,166
1966_07_06,1966,7,6,193
1966_07_07,1966,7,7,231
1966_07_08,1966,7,8,166
1966_07_09,1966,7,9,144
1966_07_10,1966,7,10,167
1966_07_11,1966,7,11,166
1966_07_12,1966,7,12,149
1966_07_13,1966,7,13,139
1966_07_14,1966,7,14,153
1966_07_15,1966,7,15,173
1966_07_16,1966,7,16,160
1966_07_17,1966,7,17,152
1966_07_18,1966,7,18,133
1966_07_19,1966,7,19,127
1966_07_20,1966,7,20,170
1966_07_21,1966,7,21,133
1966_07_22,1966,7,22,152
1966_07_23,1966,7,23,147
1966_07_24,1966,7,24,138
1966_07_25,1966,7,25,128
1966_07_26,1966,7,26,157
1966_07_27,1966,7,27,180
1966_07_28,1966,7,28,130
1966_07_29,1966,7,29,146
1966_07_30,1966,7,30,128
1966_07_31,1966,7,31,133
1966_08_01,1966,8,1,190
1966_08_02,1966,8,2,165
1966_08_03,1966,8,3,154
1966_08_04,1966,8,4,192
1966_08_05,1966,8,5,171
1966_08_06,1966,8,6,176
1966_08_07,1966,8,7,174
1966_08_08,1966,8,8,220
1966_08_09,1966,8,9,160
1966_08_10,1966,8,10,206
1966_08_11,1966,8,11,150
1966_08_12,1966,8,12,191
1966_08_13,1966,8,13,174
1966_08_14,1966,8,14,169
1966_08_15,1966,8,15,166
1966_08_16,1966,8,16,155
1966_08_17,1966,8,17,133
1966_08_18,1966,8,18,154
1966_08_19,1966,8,19,139
1966_08_20,1966,8,20,181
1966_08_21,1966,8,21,156
1966_08_22,1966,8,22,161
1966_08_23,1966,8,23,152
1966_08_24,1966,8,24,180
1966_08_25,1966,8,25,183
1966_08_26,1966,8,26,170
1966_08_27,1966,8,27,164
1966_08_28,1966,8,28,195
1966_08_29,1966,8,29,149
1966_08_30,1966,8,30,152
1966_08_31,1966,8,31,138
1966_09_01,1966,9,1,189
1966_09_02,1966,9,2,165
1966_09_03,1966,9,3,192
1966_09_04,1966,9,4,176
1966_09_05,1966,9,5,178
1966_09_06,1966,9,6,182
1966_09_07,1966,9,7,167
1966_09_08,1966,9,8,209
1966_09_09,1966,9,9,246
1966_09_10,1966,9,10,176
1966_09_11,1966,9,11,173
1966_09_12,1966,9,12,194
1966_09_13,1966,9,13,193
1966_09_14,1966,9,14,176
1966_09_15,1966,9,15,195
1966_09_16,1966,9,16,196
1966_09_17,1966,9,17,172
1966_09_18,1966,9,18,170
1966_09_19,1966,9,19,173
1966_09_20,1966,9,20,189
1966_09_21,1966,9,21,170
1966_09_22,1966,9,22,185
1966_09_23,1966,9,23,181
1966_09_24,1966,9,24,175
1966_09_25,1966,9,25,225
1966_09_26,1966,9,26,178
1966_09_27,1966,9,27,196
1966_09_28,1966,9,28,194
1966_09_29,1966,9,29,225
1966_09_30,1966,9,30,155
1966_10_01,1966,10,1,190
1966_10_02,1966,10,2,191
1966_10_03,1966,10,3,177
1966_10_04,1966,10,4,177
1966_10_05,1966,10,5,186
1966_10_06,1966,10,6,195
1966_10_07,1966,10,7,159
1966_10_08,1966,10,8,171
1966_10_09,1966,10,9,156
1966_10_10,1966,10,10,342
1966_10_11,1966,10,11,161
1966_10_12,1966,10,12,162
1966_10_13,1966,10,13,170
1966_10_14,1966,10,14,168
1966_10_15,1966,10,15,169
1966_10_16,1966,10,16,163
1966_10_17,1966,10,17,152
1966_10_18,1966,10,18,139
1966_10_19,1966,10,19,147
1966_10_20,1966,10,20,184
1966_10_21,1966,10,21,141
1966_10_22,1966,10,22,175
1966_10_23,1966,10,23,185
1966_10_24,1966,10,24,175
1966_10_25,1966,10,25,149
1966_10_26,1966,10,26,168
1966_10_27,1966,10,27,136
1966_10_28,1966,10,28,163
1966_10_29,1966,10,29,167
1966_10_30,1966,10,30,152
1966_10_31,1966,10,31,110
1966_11_01,1966,11,1,173
1966_11_02,1966,11,2,169
1966_11_03,1966,11,3,177
1966_11_04,1966,11,4,157
1966_11_05,1966,11,5,146
1966_11_06,1966,11,6,179
1966_11_07,1966,11,7,142
1966_11_08,1966,11,8,164
1966_11_09,1966,11,9,159
1966_11_10,1966,11,10,187
1966_11_11,1966,11,11,249
1966_11_12,1966,11,12,170
1966_11_13,1966,11,13,136
1966_11_14,1966,11,14,160
1966_11_15,1966,11,15,152
1966_11_16,1966,11,16,145
1966_11_17,1966,11,17,161
1966_11_18,1966,11,18,151
1966_11_19,1966,11,19,158
1966_11_20,1966,11,20,181
1966_11_21,1966,11,21,140
1966_11_22,1966,11,22,186
1966_11_23,1966,11,23,149
1966_11_24,1966,11,24,164
1966_11_25,1966,11,25,204
1966_11_26,1966,11,26,168
1966_11_27,1966,11,27,162
1966_11_28,1966,11,28,180
1966_11_29,1966,11,29,178
1966_11_30,1966,11,30,151
1966_12_01,1966,12,1,187
1966_12_02,1966,12,2,182
1966_12_03,1966,12,3,176
1966_12_04,1966,12,4,161
1966_12_05,1966,12,5,206
1966_12_06,1966,12,6,168
1966_12_07,1966,12,7,139
1966_12_08,1966,12,8,152
1966_12_09,1966,12,9,153
1966_12_10,1966,12,10,197
1966_12_11,1966,12,11,146
1966_12_12,1966,12,12,295
1966_12_13,1966,12,13,153
1966_12_14,1966,12,14,152
1966_12_15,1966,12,15,190
1966_12_16,1966,12,16,244
1966_12_17,1966,12,17,163
1966_12_18,1966,12,18,184
1966_12_19,1966,12,19,151
1966_12_20,1966,12,20,194
1966_12_21,1966,12,21,158
1966_12_22,1966,12,22,176
1966_12_23,1966,12,23,189
1966_12_24,1966,12,24,196
1966_12_25,1966,12,25,280
1966_12_26,1966,12,26,180
1966_12_27,1966,12,27,147
1966_12_28,1966,12,28,183
1966_12_29,1966,12,29,155
1966_12_30,1966,12,30,154
1966_12_31,1966,12,31,162
1967_01_01,1967,1,1,479
1967_01_02,1967,1,2,240
1967_01_03,1967,1,3,197
1967_01_04,1967,1,4,224
1967_01_05,1967,1,5,238
1967_01_06,1967,1,6,173
1967_01_07,1967,1,7,201
1967_01_08,1967,1,8,151
1967_01_09,1967,1,9,162
1967_01_10,1967,1,10,217
1967_01_11,1967,1,11,139
1967_01_12,1967,1,12,196
1967_01_13,1967,1,13,173
1967_01_14,1967,1,14,160
1967_01_15,1967,1,15,201
1967_01_16,1967,1,16,167
1967_01_17,1967,1,17,184
1967_01_18,1967,1,18,135
1967_01_19,1967,1,19,133
1967_01_20,1967,1,20,163
1967_01_21,1967,1,21,144
1967_01_22,1967,1,22,124
1967_01_23,1967,1,23,143
1967_01_24,1967,1,24,154
1967_01_25,1967,1,25,162
1967_01_26,1967,1,26,139
1967_01_27,1967,1,27,161
1967_01_28,1967,1,28,159
1967_01_29,1967,1,29,130
1967_01_30,1967,1,30,137
1967_01_31,1967,1,31,123
1967_02_01,1967,2,1,165
1967_02_02,1967,2,2,338
1967_02_03,1967,2,3,186
1967_02_04,1967,2,4,159
1967_02_05,1967,2,5,194
1967_02_06,1967,2,6,152
1967_02_07,1967,2,7,157
1967_02_08,1967,2,8,179
1967_02_09,1967,2,9,155
1967_02_10,1967,2,10,168
1967_02_11,1967,2,11,145
1967_02_12,1967,2,12,178
1967_02_13,1967,2,13,165
1967_02_14,1967,2,14,171
1967_02_15,1967,2,15,186
1967_02_16,1967,2,16,168
1967_02_17,1967,2,17,149
1967_02_18,1967,2,18,154
1967_02_19,1967,2,19,120
1967_02_20,1967,2,20,138
1967_02_21,1967,2,21,132
1967_02_22,1967,2,22,158
1967_02_23,1967,2,23,149
1967_02_24,1967,2,24,147
1967_02_25,1967,2,25,153
1967_02_26,1967,2,26,157
1967_02_27,1967,2,27,176
1967_02_28,1967,2,28,202
1967_03_01,1967,3,1,173
1967_03_02,1967,3,2,166
1967_03_03,1967,3,3,349
1967_03_04,1967,3,4,208
1967_03_05,1967,3,5,198
1967_03_06,1967,3,6,165
1967_03_07,1967,3,7,180
1967_03_08,1967,3,8,173
1967_03_09,1967,3,9,157
1967_03_10,1967,3,10,210
1967_03_11,1967,3,11,157
1967_03_12,1967,3,12,202
1967_03_13,1967,3,13,212
1967_03_14,1967,3,14,176
1967_03_15,1967,3,15,238
1967_03_16,1967,3,16,184
1967_03_17,1967,3,17,174
1967_03_18,1967,3,18,139
1967_03_19,1967,3,19,153
1967_03_20,1967,3,20,175
1967_03_21,1967,3,21,145
1967_03_22,1967,3,22,153
1967_03_23,1967,3,23,203
1967_03_24,1967,3,24,169
1967_03_25,1967,3,25,148
1967_03_26,1967,3,26,130
1967_03_27,1967,3,27,161
1967_03_28,1967,3,28,183
1967_03_29,1967,3,29,153
1967_03_30,1967,3,30,154
1967_03_31,1967,3,31,141
1967_04_01,1967,4,1,167
1967_04_02,1967,4,2,163
1967_04_03,1967,4,3,172
1967_04_04,1967,4,4,299
1967_04_05,1967,4,5,162
1967_04_06,1967,4,6,213
1967_04_07,1967,4,7,180
1967_04_08,1967,4,8,169
1967_04_09,1967,4,9,170
1967_04_10,1967,4,10,209
1967_04_11,1967,4,11,163
1967_04_12,1967,4,12,193
1967_04_13,1967,4,13,155
1967_04_14,1967,4,14,188
1967_04_15,1967,4,15,199
1967_04_16,1967,4,16,194
1967_04_17,1967,4,17,150
1967_04_18,1967,4,18,132
1967_04_19,1967,4,19,140
1967_04_20,1967,4,20,183
1967_04_21,1967,4,21,155
1967_04_22,1967,4,22,162
1967_04_23,1967,4,23,167
1967_04_24,1967,4,24,177
1967_04_25,1967,4,25,155
1967_04_26,1967,4,26,130
1967_04_27,1967,4,27,160
1967_04_28,1967,4,28,193
1967_04_29,1967,4,29,116
1967_04_30,1967,4,30,135
1967_05_01,1967,5,1,191
1967_05_02,1967,5,2,163
1967_05_03,1967,5,3,201
1967_05_04,1967,5,4,183
1967_05_05,1967,5,5,310
1967_05_06,1967,5,6,183
1967_05_07,1967,5,7,178
1967_05_08,1967,5,8,166
1967_05_09,1967,5,9,145
1967_05_10,1967,5,10,189
1967_05_11,1967,5,11,146
1967_05_12,1967,5,12,198
1967_05_13,1967,5,13,158
1967_05_14,1967,5,14,169
1967_05_15,1967,5,15,204
1967_05_16,1967,5,16,148
1967_05_17,1967,5,17,164
1967_05_18,1967,5,18,140
1967_05_19,1967,5,19,127
1967_05_20,1967,5,20,172
1967_05_21,1967,5,21,155
1967_05_22,1967,5,22,149
1967_05_23,1967,5,23,143
1967_05_24,1967,5,24,129
1967_05_25,1967,5,25,176
1967_05_26,1967,5,26,140
1967_05_27,1967,5,27,171
1967_05_28,1967,5,28,151
1967_05_29,1967,5,29,132
1967_05_30,1967,5,30,115
1967_05_31,1967,5,31,145
1967_06_01,1967,6,1,180
1967_06_02,1967,6,2,198
1967_06_03,1967,6,3,173
1967_06_04,1967,6,4,215
1967_06_05,1967,6,5,217
1967_06_06,1967,6,6,291
1967_06_07,1967,6,7,183
1967_06_08,1967,6,8,185
1967_06_09,1967,6,9,153
1967_06_10,1967,6,10,225
1967_06_11,1967,6,11,179
1967_06_12,1967,6,12,218
1967_06_13,1967,6,13,179
1967_06_14,1967,6,14,180
1967_06_15,1967,6,15,226
1967_06_16,1967,6,16,221
1967_06_17,1967,6,17,147
1967_06_18,1967,6,18,175
1967_06_19,1967,6,19,139
1967_06_20,1967,6,20,200
1967_06_21,1967,6,21,159
1967_06_22,1967,6,22,173
1967_06_23,1967,6,23,160
1967_06_24,1967,6,24,164
1967_06_25,1967,6,25,192
1967_06_26,1967,6,26,163
1967_06_27,1967,6,27,171
1967_06_28,1967,6,28,147
1967_06_29,1967,6,29,125
1967_06_30,1967,6,30,146
1967_07_01,1967,7,1,181
1967_07_02,1967,7,2,151
1967_07_03,1967,7,3,155
1967_07_04,1967,7,4,162
1967_07_05,1967,7,5,175
1967_07_06,1967,7,6,149
1967_07_07,1967,7,7,264
1967_07_08,1967,7,8,146
1967_07_09,1967,7,9,147
1967_07_10,1967,7,10,161
1967_07_11,1967,7,11,108
1967_07_12,1967,7,12,161
1967_07_13,1967,7,13,156
1967_07_14,1967,7,14,167
1967_07_15,1967,7,15,170
1967_07_16,1967,7,16,161
1967_07_17,1967,7,17,199
1967_07_18,1967,7,18,178
1967_07_19,1967,7,19,136
1967_07_20,1967,7,20,162
1967_07_21,1967,7,21,142
1967_07_22,1967,7,22,148
1967_07_23,1967,7,23,171
1967_07_24,1967,7,24,153
1967_07_25,1967,7,25,172
1967_07_26,1967,7,26,134
1967_07_27,1967,7,27,229
1967_07_28,1967,7,28,146
1967_07_29,1967,7,29,122
1967_07_30,1967,7,30,142
1967_07_31,1967,7,31,126
1967_08_01,1967,8,1,189
1967_08_02,1967,8,2,165
1967_08_03,1967,8,3,158
1967_08_04,1967,8,4,176
1967_08_05,1967,8,5,152
1967_08_06,1967,8,6,166
1967_08_07,1967,8,7,173
1967_08_08,1967,8,8,231
1967_08_09,1967,8,9,162
1967_08_10,1967,8,10,189
1967_08_11,1967,8,11,166
1967_08_12,1967,8,12,194
1967_08_13,1967,8,13,145
1967_08_14,1967,8,14,156
1967_08_15,1967,8,15,154
1967_08_16,1967,8,16,179
1967_08_17,1967,8,17,164
1967_08_18,1967,8,18,144
1967_08_19,1967,8,19,148
1967_08_20,1967,8,20,148
1967_08_21,1967,8,21,147
1967_08_22,1967,8,22,158
1967_08_23,1967,8,23,150
1967_08_24,1967,8,24,172
1967_08_25,1967,8,25,180
1967_08_26,1967,8,26,144
1967_08_27,1967,8,27,177
1967_08_28,1967,8,28,185
1967_08_29,1967,8,29,144
1967_08_30,1967,8,30,144
1967_08_31,1967,8,31,114
1967_09_01,1967,9,1,167
1967_09_02,1967,9,2,182
1967_09_03,1967,9,3,163
1967_09_04,1967,9,4,157
1967_09_05,1967,9,5,150
1967_09_06,1967,9,6,185
1967_09_07,1967,9,7,174
1967_09_08,1967,9,8,166
1967_09_09,1967,9,9,223
1967_09_10,1967,9,10,197
1967_09_11,1967,9,11,188
1967_09_12,1967,9,12,203
1967_09_13,1967,9,13,189
1967_09_14,1967,9,14,162
1967_09_15,1967,9,15,208
1967_09_16,1967,9,16,212
1967_09_17,1967,9,17,185
1967_09_18,1967,9,18,172
1967_09_19,1967,9,19,161
1967_09_20,1967,9,20,171
1967_09_21,1967,9,21,167
1967_09_22,1967,9,22,170
1967_09_23,1967,9,23,200
1967_09_24,1967,9,24,189
1967_09_25,1967,9,25,192
1967_09_26,1967,9,26,165
1967_09_27,1967,9,27,200
1967_09_28,1967,9,28,193
1967_09_29,1967,9,29,181
1967_09_30,1967,9,30,161
1967_10_01,1967,10,1,171
1967_10_02,1967,10,2,153
1967_10_03,1967,10,3,156
1967_10_04,1967,10,4,150
1967_10_05,1967,10,5,152
1967_10_06,1967,10,6,154
1967_10_07,1967,10,7,167
1967_10_08,1967,10,8,171
1967_10_09,1967,10,9,151
1967_10_10,1967,10,10,320
1967_10_11,1967,10,11,160
1967_10_12,1967,10,12,170
1967_10_13,1967,10,13,178
1967_10_14,1967,10,14,166
1967_10_15,1967,10,15,165
1967_10_16,1967,10,16,171
1967_10_17,1967,10,17,157
1967_10_18,1967,10,18,133
1967_10_19,1967,10,19,133
1967_10_20,1967,10,20,178
1967_10_21,1967,10,21,153
1967_10_22,1967,10,22,132
1967_10_23,1967,10,23,175
1967_10_24,1967,10,24,152
1967_10_25,1967,10,25,151
1967_10_26,1967,10,26,158
1967_10_27,1967,10,27,163
1967_10_28,1967,10,28,138
1967_10_29,1967,10,29,126
1967_10_30,1967,10,30,155
1967_10_31,1967,10,31,96
1967_11_01,1967,11,1,149
1967_11_02,1967,11,2,159
1967_11_03,1967,11,3,147
1967_11_04,1967,11,4,175
1967_11_05,1967,11,5,155
1967_11_06,1967,11,6,147
1967_11_07,1967,11,7,171
1967_11_08,1967,11,8,181
1967_11_09,1967,11,9,151
1967_11_10,1967,11,10,187
1967_11_11,1967,11,11,183
1967_11_12,1967,11,12,160
1967_11_13,1967,11,13,146
1967_11_14,1967,11,14,149
1967_11_15,1967,11,15,156
1967_11_16,1967,11,16,131
1967_11_17,1967,11,17,166
1967_11_18,1967,11,18,147
1967_11_19,1967,11,19,155
1967_11_20,1967,11,20,147
1967_11_21,1967,11,21,127
1967_11_22,1967,11,22,144
1967_11_23,1967,11,23,120
1967_11_24,1967,11,24,165
1967_11_25,1967,11,25,172
1967_11_26,1967,11,26,153
1967_11_27,1967,11,27,177
1967_11_28,1967,11,28,178
1967_11_29,1967,11,29,151
1967_11_30,1967,11,30,147
1967_12_01,1967,12,1,185
1967_12_02,1967,12,2,166
1967_12_03,1967,12,3,133
1967_12_04,1967,12,4,174
1967_12_05,1967,12,5,168
1967_12_06,1967,12,6,161
1967_12_07,1967,12,7,187
1967_12_08,1967,12,8,144
1967_12_09,1967,12,9,146
1967_12_10,1967,12,10,190
1967_12_11,1967,12,11,151
1967_12_12,1967,12,12,220
1967_12_13,1967,12,13,160
1967_12_14,1967,12,14,167
1967_12_15,1967,12,15,155
1967_12_16,1967,12,16,209
1967_12_17,1967,12,17,157
1967_12_18,1967,12,18,161
1967_12_19,1967,12,19,155
1967_12_20,1967,12,20,204
1967_12_21,1967,12,21,150
1967_12_22,1967,12,22,170
1967_12_23,1967,12,23,196
1967_12_24,1967,12,24,204
1967_12_25,1967,12,25,272
1967_12_26,1967,12,26,170
1967_12_27,1967,12,27,167
1967_12_28,1967,12,28,191
1967_12_29,1967,12,29,154
1967_12_30,1967,12,30,140
1967_12_31,1967,12,31,138
1968_01_01,1968,1,1,541
1968_01_02,1968,1,2,260
1968_01_03,1968,1,3,201
1968_01_04,1968,1,4,202
1968_01_05,1968,1,5,243
1968_01_06,1968,1,6,182
1968_01_07,1968,1,7,185
1968_01_08,1968,1,8,185
1968_01_09,1968,1,9,156
1968_01_10,1968,1,10,195
1968_01_11,1968,1,11,152
1968_01_12,1968,1,12,201
1968_01_13,1968,1,13,166
1968_01_14,1968,1,14,150
1968_01_15,1968,1,15,197
1968_01_16,1968,1,16,156
1968_01_17,1968,1,17,140
1968_01_18,1968,1,18,136
1968_01_19,1968,1,19,133
1968_01_20,1968,1,20,169
1968_01_21,1968,1,21,137
1968_01_22,1968,1,22,159
1968_01_23,1968,1,23,132
1968_01_24,1968,1,24,166
1968_01_25,1968,1,25,165
1968_01_26,1968,1,26,150
1968_01_27,1968,1,27,162
1968_01_28,1968,1,28,178
1968_01_29,1968,1,29,116
1968_01_30,1968,1,30,128
1968_01_31,1968,1,31,137
1968_02_01,1968,2,1,182
1968_02_02,1968,2,2,393
1968_02_03,1968,2,3,183
1968_02_04,1968,2,4,174
1968_02_05,1968,2,5,191
1968_02_06,1968,2,6,174
1968_02_07,1968,2,7,154
1968_02_08,1968,2,8,172
1968_02_09,1968,2,9,140
1968_02_10,1968,2,10,216
1968_02_11,1968,2,11,151
1968_02_12,1968,2,12,229
1968_02_13,1968,2,13,173
1968_02_14,1968,2,14,156
1968_02_15,1968,2,15,190
1968_02_16,1968,2,16,165
1968_02_17,1968,2,17,135
1968_02_18,1968,2,18,144
1968_02_19,1968,2,19,121
1968_02_20,1968,2,20,156
1968_02_21,1968,2,21,121
1968_02_22,1968,2,22,176
1968_02_23,1968,2,23,143
1968_02_24,1968,2,24,168
1968_02_25,1968,2,25,149
1968_02_26,1968,2,26,175
1968_02_27,1968,2,27,148
1968_02_28,1968,2,28,269
1968_02_29,1968,2,29,124
1968_03_01,1968,3,1,193
1968_03_02,1968,3,2,227
1968_03_03,1968,3,3,348
1968_03_04,1968,3,4,257
1968_03_05,1968,3,5,216
1968_03_06,1968,3,6,196
1968_03_07,1968,3,7,183
1968_03_08,1968,3,8,184
1968_03_09,1968,3,9,188
1968_03_10,1968,3,10,233
1968_03_11,1968,3,11,163
1968_03_12,1968,3,12,258
1968_03_13,1968,3,13,195
1968_03_14,1968,3,14,195
1968_03_15,1968,3,15,236
1968_03_16,1968,3,16,181
1968_03_17,1968,3,17,158
1968_03_18,1968,3,18,181
1968_03_19,1968,3,19,150
1968_03_20,1968,3,20,200
1968_03_21,1968,3,21,180
1968_03_22,1968,3,22,161
1968_03_23,1968,3,23,191
1968_03_24,1968,3,24,165
1968_03_25,1968,3,25,191
1968_03_26,1968,3,26,173
1968_03_27,1968,3,27,121
1968_03_28,1968,3,28,190
1968_03_29,1968,3,29,131
1968_03_30,1968,3,30,135
1968_03_31,1968,3,31,123
1968_04_01,1968,4,1,178
1968_04_02,1968,4,2,196
1968_04_03,1968,4,3,210
1968_04_04,1968,4,4,334
1968_04_05,1968,4,5,216
1968_04_06,1968,4,6,230
1968_04_07,1968,4,7,173
1968_04_08,1968,4,8,170
1968_04_09,1968,4,9,154
1968_04_10,1968,4,10,209
1968_04_11,1968,4,11,179
1968_04_12,1968,4,12,192
1968_04_13,1968,4,13,171
1968_04_14,1968,4,14,205
1968_04_15,1968,4,15,208
1968_04_16,1968,4,16,185
1968_04_17,1968,4,17,163
1968_04_18,1968,4,18,154
1968_04_19,1968,4,19,129
1968_04_20,1968,4,20,194
1968_04_21,1968,4,21,153
1968_04_22,1968,4,22,139
1968_04_23,1968,4,23,160
1968_04_24,1968,4,24,201
1968_04_25,1968,4,25,180
1968_04_26,1968,4,26,147
1968_04_27,1968,4,27,159
1968_04_28,1968,4,28,204
1968_04_29,1968,4,29,143
1968_04_30,1968,4,30,134
1968_05_01,1968,5,1,179
1968_05_02,1968,5,2,200
1968_05_03,1968,5,3,166
1968_05_04,1968,5,4,226
1968_05_05,1968,5,5,349
1968_05_06,1968,5,6,216
1968_05_07,1968,5,7,192
1968_05_08,1968,5,8,181
1968_05_09,1968,5,9,160
1968_05_10,1968,5,10,211
1968_05_11,1968,5,11,150
1968_05_12,1968,5,12,182
1968_05_13,1968,5,13,170
1968_05_14,1968,5,14,146
1968_05_15,1968,5,15,218
1968_05_16,1968,5,16,180
1968_05_17,1968,5,17,161
1968_05_18,1968,5,18,134
1968_05_19,1968,5,19,135
1968_05_20,1968,5,20,181
1968_05_21,1968,5,21,140
1968_05_22,1968,5,22,155
1968_05_23,1968,5,23,126
1968_05_24,1968,5,24,162
1968_05_25,1968,5,25,174
1968_05_26,1968,5,26,155
1968_05_27,1968,5,27,136
1968_05_28,1968,5,28,168
1968_05_29,1968,5,29,133
1968_05_30,1968,5,30,132
1968_05_31,1968,5,31,135
1968_06_01,1968,6,1,199
1968_06_02,1968,6,2,180
1968_06_03,1968,6,3,245
1968_06_04,1968,6,4,200
1968_06_05,1968,6,5,250
1968_06_06,1968,6,6,369
1968_06_07,1968,6,7,226
1968_06_08,1968,6,8,227
